45320237;डाक बंगला ;Dak Bangla;Shiva Kumar Rai;Rai, Shiva Kumar;शिवकुमार राई;;9789937712699;0;3,92;Manjari Publication;Paperback;266;;;;2022/12/05;to-read;to-read (#240);to-read;;;;0;0
57213695;कङ्गन खित्का ;Kangan Khitka;Rajav;Rajav, Rajav;राजव;;;0;4,00;साझा प्रकाशन;Paperback;88;;;;2022/12/05;to-read;to-read (#238);to-read;;;;0;0
53927467;केही कथा कविता र संस्मरण ;Kehi Katha Kavita ra Sansmaran;Jagadish Ghimire;Ghimire, Jagadish;जगदीश घिमिरे;;;0;0,0;साझा प्रकाशन;Paperback;120;;;;2022/12/05;to-read;to-read (#237);to-read;;;;0;0
54621741;एटलान्टिक स्ट्रिट ;Atlantic Street;Rajav;Rajav, Rajav;राजव;;9789937705301;0;5,00;Pheonix Books;Paperback;137;;;;2022/12/05;to-read;to-read (#235);to-read;;;;0;0
43076635;देवकोटा ;Devkota;Chudamani Bandhu;Bandhu, Chudamani;चूडामणि बन्धु;;;0;2,00;साझा प्रकाशन;Paperback;446;;1979;;2022/12/05;to-read;to-read (#236);to-read;;;;0;0
43075335;नेपाली उपन्यास र उपन्यासकार ;Nepali Upanyas Ra Upanyaskar;Krishna Chandra Singh Pradhan;Pradhan, Krishna Chandra Singh;कृष्णचन्द्रसिंह प्रधान;;;0;3,00;साझा प्रकाशन;Paperback;470;;;;2022/12/05;to-read;to-read (#233);to-read;;;;0;0
55577297;स्मृतिकथामा सत्व ;Smritikathama Satwa;Archana Thapa;Thapa, Archana;अर्चना थापा;;9789937855891;0;3,00;अक्षर क्रिएसन;Paperback;248;2020;2020;;2022/12/05;to-read;to-read (#234);to-read;;;;0;0
58094551;मोटेल अमेरिका ;Motel America;Rajav;Rajav, Rajav;राजव;;;0;2,00;साझा प्रकाशन;Paperback;106;;;;2022/12/05;to-read;to-read (#232);to-read;;;;0;0
45732252;कठपुतला ;Kathputala;Archana Thapa;Thapa, Archana;अर्चना थापा;;9789937855853;0;4,00;Akshar Creations;Paperback;248;;;;2022/12/05;to-read;to-read (#231);to-read;;;;0;0
44291094;आज रमिता छ ;Aaja Ramita Chha;Indra Bahadur Rai;Rai, Indra Bahadur;इन्द्रबहादुर राई;;9789993328643;0;3,81;साझा प्रकाशन;Paperback;145;2011;;;2022/12/05;to-read;to-read (#230);to-read;;;;0;0
17259332;स्वअस्तित्वको खोज ;Swaastitwako Khoj;Archana Thapa;Thapa, Archana;अर्चना थापा;;9789937855808;0;3,00;अक्षर क्रिएसन नेपाल;Paperback;295;2012;2012;;2022/12/05;to-read;to-read (#228);to-read;;;;0;0
57631792;सुन्तली ;Suntali;Bhawani Bhikshu;Bhikshu, Bhawani;भवानी भिक्षु;;;0;0,0;साझा प्रकाशन;Paperback;52;;;;2022/12/05;to-read;to-read (#229);to-read;;;;0;0
39109625;वीर चरित्र ;Bir Charitra;Girish Ballabh Joshi;Joshi, Girish Ballabh;गिरीशवल्लभ जाेशी;;;0;3,60; जगदम्बा प्रकाशन;Paperback;525;1965;;;2022/12/05;to-read;to-read (#227);to-read;;;;0;0
54234493;विसर्ग ;Bisarga;Parashu Pradhan;Pradhan, Parashu;Govinda Giri Prerana, परशु प्रधान, गोविन्द गिरी प्रेरणा;;9789937332118;0;0,0;रत्न पुस्तक भण्डार;Paperback;128;;;;2022/12/05;to-read;to-read (#226);to-read;;;;0;0
43084995;तिम्री स्वास्नी र म ;Timri Swasni ra Ma;Manu Brajaki;Brajaki, Manu;मनु ब्राजाकी;;9789993324263;0;3,50;साझा प्रकाशन;Paperback;112;;;;2022/12/05;to-read;to-read (#224);to-read;;;;0;0
44314843;भूमिगत ;Bhumigat;Bhagirathi Shrestha;Shrestha, Bhagirathi;भागीरथी श्रेष्ठ;;9789937320177;0;0,0;साझा प्रकाशन;Paperback;138;;;;2022/12/05;to-read;to-read (#225);to-read;;;;0;0
42838590;ध्रुवचन्द्रका एकाउन्न कथा ;Dhrubachandraka Ekaunna Katha;Dhruba Chandra Gautam;Gautam, Dhruba Chandra;ध्रुवचन्द्र गौतम, Govinda Giri Prerana;999337119X;;0;0,0;नेपाल राजकीय प्रज्ञा प्रतिष्ठान;Paperback;343;2001;2001;;2022/12/05;to-read;to-read (#223);to-read;;;;0;0
54459527;विभ्रम ;Bibhram;Bhagirathi Shrestha;Shrestha, Bhagirathi;भागीरथी श्रेष्ठ;;;0;3,00;साझा प्रकाशन;Paperback;224;;;;2022/12/05;to-read;to-read (#222);to-read;;;;0;0
55166894;घोराही शून्य किलोमिटर ;Ghorahi Shunya Kilomiter;Govinda Giri Prerana;Prerana, Govinda Giri;गोविन्द गिरी प्रेरणा;;9789993308140;0;0,0;रत्न पुस्तक भण्डार;Paperback;130;;;;2022/12/05;to-read;to-read (#221);to-read;;;;0;0
49414874;प्रियंंवदा ;Priyambada;Maya Thakuri;Thakuri, Maya;माया ठकुरी;;9789993309505;0;0,0;रत्न पुस्तक भण्डार;Paperback;148;;;;2022/12/05;to-read;to-read (#220);to-read;;;;0;0
39527340;योगमाया ;Yogmaya;Neelam Karki Niharika;Niharika, Neelam Karki;नीलम कार्की निहारिका;;9789937708197;0;3,64;Sangri-La Books;Paperback;504;2018;2018;;2022/12/05;to-read;to-read (#219);to-read;;;;0;0
54284628;गन्तव्य गणबहाल ;Gantavya Ganabahal;Govinda Giri Prerana;Prerana, Govinda Giri;गोविन्द गिरी प्रेरणा;;9789937323017;0;0,0;साझा प्रकाशन;Paperback;217;;;;2022/12/05;to-read;to-read (#218);to-read;;;;0;0
41842856;साबिती ;Sabiti;Jagadish Ghimire;Ghimire, Jagadish;जगदीश घिमिरे;;9789937207409;0;4,00;जगदीश घिमिरे प्रतिष्ठान;Paperback;114;2010;1975;;2022/12/05;to-read;to-read (#216);to-read;;;;0;0
53950392;माया ठकुरीका कथाहरू ;Maya Thakuri ka Kathaharu;Maya Thakuri;Thakuri, Maya;माया ठकुरी;;9789937903707;0;3,00;भानु प्रकाशन;Paperback;86;;;;2022/12/05;to-read;to-read (#217);to-read;;;;0;0
53787245;सुतेको समुन्द्र ;Suteko Samundra;Govinda Giri Prerana;Prerana, Govinda Giri;गोविन्द गिरी प्रेरणा;;;0;0,0;साझा प्रकाशन;Paperback;93;;;;2022/12/05;to-read;to-read (#215);to-read;;;;0;0
58599157;चौतारो साक्षी छ ;Chautaro Sakshi Chha;Maya Thakuri;Thakuri, Maya;माया ठकुरी;;;0;0,0;साझा प्रकाशन;;;;;;2022/12/05;to-read;to-read (#214);to-read;;;;0;0
42508186;मुलुक बाहिर ;Muluk Bahira;Lain Singh Bangdel;Bangdel, Lain Singh;लैनसिंह बाङ्देल;;9789993307733;0;4,05;Ratna Pustak Bhandar;Paperback;192;2017;;;2022/12/05;to-read;to-read (#213);to-read;;;;0;0
55166797;अन्तराल ;Antaral;Govinda Giri Prerana;Prerana, Govinda Giri;गोविन्द गिरी प्रेरणा;;;0;0,0;नेपाल राजकीय प्रज्ञा प्रतिष्ठान;Paperback;125;;;;2022/12/05;to-read;to-read (#212);to-read;;;;0;0
52886957;गमलाको फूल ;Gamala ko Phool;Maya Thakuri;Thakuri, Maya;माया ठकुरी;9993342238;;0;3,00;साझा प्रकाशन;Paperback;66;;;;2022/12/05;to-read;to-read (#211);to-read;;;;0;0
9879911;मुलुक बाहिर म ;Muluk Bahira Ma;Lain Singh Bangdel;Bangdel, Lain Singh;लैनसिंह बाङ्देल;;9789993308324;0;3,66;Ratna Pustak Bhandar;Paperback;497;2010;2010;;2022/12/05;to-read;to-read (#210);to-read;;;;0;0
53410536;नजुरेको जोडी ;Najureko Jodi;Maya Thakuri;Thakuri, Maya;माया ठकुरी;;;0;4,00;वनिता प्रकाशन;Paperback;72;;;;2022/12/05;to-read;to-read (#208);to-read;;;;0;0
55166769;गुडबाई अमेरिका ;Goodbye America;Govinda Giri Prerana;Prerana, Govinda Giri;गोविन्द गिरी प्रेरणा;9994685023;;0;0,0;बगर फाउन्डेसन नेपाल;Paperback;66;;;;2022/12/05;to-read;to-read (#209);to-read;;;;0;0
42398582;माटोको माया ;Matoko Maya;Bhim Nidhi Tiwari;Tiwari, Bhim Nidhi;भीमनिधि तिवारी;9993329886;9789993329886;0;4,67;साझा प्रकाशन;Paperback;87;2010;;;2022/12/05;to-read;to-read (#207);to-read;;;;0;0
53787263;अन्तिम खाडल ;Antim Khadal;Govinda Giri Prerana;Prerana, Govinda Giri;गोविन्द गिरी प्रेरणा;;;0;3,00;अनुभव प्रकाशन;Paperback;88;;;;2022/12/05;to-read;to-read (#206);to-read;;;;0;0
13722809;भानुभक्तको रामायण ;Bhanubhaktako Ramayana;Bhanubhakta Acharya;Acharya, Bhanubhakta;भानुभक्त आचार्य;999332597X;9789993325970;0;4,24;साझा प्रकाशन;Paperback;256;2008;2008;;2022/12/05;to-read;to-read (#204);to-read;;;;0;0
49414637;आमा! जानुहोस् ;Aama! Januhos;Maya Thakuri;Thakuri, Maya;माया ठकुरी;;9789993306054;0;2,00;रत्न पुस्तक भण्डार;Paperback;134;;;;2022/12/05;to-read;to-read (#205);to-read;;;;0;0
52887167;साँँघु तरेपछि ;Saghu Tarepachi;Maya Thakuri;Thakuri, Maya;माया ठकुरी;9993324434;9789993324430;0;3,50;साझा प्रकाशन;Paperback;112;;;;2022/12/05;to-read;to-read (#202);to-read;;;;0;0
53787289;उत्खनन ;Utkhanan;Govinda Giri Prerana;Prerana, Govinda Giri;गोविन्द गिरी प्रेरणा;;;0;4,00;साझा प्रकाशन;Paperback;227;;;;2022/12/05;to-read;to-read (#203);to-read;;;;0;0
43020021;सम्झनाका गल्छेडाहरूमा ;Samjhanaka Galchhedaharuma;Dhanush Chandra Gautam;Gautam, Dhanush Chandra;ध.च. गोतामे;;9789937705004;0;3,75;Phoenix Books;Paperback;182;2017;1998;;2022/12/05;to-read;to-read (#201);to-read;;;;0;0
43537000;मुकुन्द-इन्दिरा ;Mukunda Indira;Balkrishna Sama;Sama, Balkrishna;बालकृष्ण सम;9937320895;9789937320894;0;3,55;साझा प्रकाशन;Paperback;125;2011;1965;;2022/12/05;to-read;to-read (#200);to-read;;;;0;0
16300333;खान पुगोस् दिन पुगोस् ;Khana Pugos, Dina Pugos;Rabindra Mishra;Mishra, Rabindra;रविन्द्र मिश्र;9937905842;9789937905848;0;3,48;Publication Nepalaya;Paperback;293;2012;2012;;2022/12/05;to-read;to-read (#199);to-read;;;;0;0
42116467;लिभिङ टुगेदर ;Living Together;Govinda Giri Prerana;Prerana, Govinda Giri;;;;0;3,00;BN Pustak Sansar;Paperback;200;2018;2018;;2022/12/05;to-read;to-read (#198);to-read;;;;0;0
51788939;हंस ;Hansa;Sanjeev Uprety;Uprety, Sanjeev;सञ्जीव उप्रेति;;9789937934251;0;3,28;Book Hill;Paperback;219;2019;;;2022/12/05;to-read;to-read (#197);to-read;;;;0;0
54284647;छड्के तिलहरी ;Chadke Tilhari;Govinda Giri Prerana;Prerana, Govinda Giri;गोविन्द गिरी प्रेरणा;;9789937321600;0;0,0;साझा प्रकाशन;Paperback;112;;;;2022/12/05;to-read;to-read (#195);to-read;;;;0;0
42963571;आगोनेर उभिएको मानिस ;Aagonera Ubhiako Manish;Bimal Nibha;Nibha, Bimal;विमल निभा;;;0;4,67;साझा प्रकाशन;Paperback;57;1995;1984;;2022/12/05;to-read;to-read (#196);to-read;;;;0;0
15256024;भोलि बास्ने बिहान ;Bholi Basne Bihan;Krishna Bhusan Bal;Bal, Krishna Bhusan;कृष्णभूषण बल;9993342254;9789993342250;0;3,83;साझा प्रकाशन;Paperback;70;2003;1984;;2022/12/05;to-read;to-read (#193);to-read;;;;0;0
53135151;दशैं खर्च ;Dashain Kharcha;Narayan Tiwari;Tiwari, Narayan;नारायण तिवारी;9993340650;;0;3,00;साझा प्रकाशन;Paperback;80;;;;2022/12/05;to-read;to-read (#194);to-read;;;;0;0
14739302;घनचक्कर ;Ghanachakkar;Sanjeev Uprety;Uprety, Sanjeev;सञ्जीव उप्रेति;;9789994628872;0;3,53;Nepa-Laya;Hardcover;247;2007;2007;;2022/12/05;to-read;to-read (#192);to-read;;;;0;0
56944385;अन्त्यहीन इच्छा ;Antyahin Iccha;Gita Khatri;Khatri, Gita;गीता खत्री;;9789937323512;0;0,0;साझा प्रकाशन;Paperback;92;;;;2022/12/05;to-read;to-read (#191);to-read;;;;0;0
44678371;अन्त्यहीन अन्त्य ;Antyahin Antya;Shova Bhattarai;Bhattarai, Shova;शोभा भट्टराई;;;0;3,67;प्रतिभा प्रकाशन;Paperback;95;;;;2022/12/05;to-read;to-read (#189);to-read;;;;0;0
